opening_balance,daily_income,daily_expense,recurring_payment_amount,upcoming_payment_amount,expected_invoice_amount,overdue_invoice_amount,discretionary_spending,day_of_month,cash_flow_7d,cash_flow_30d,minimum_safe_balance,cash_shortage_risk,predicted_minimum_balance,days_to_cash_shortage
26622.67,1337.01,3078.94,11941.21,19944.22,22782.98,0.0,7245.49,3,-15614.61,-61360.38,15000.0,1,-34479.93,4.3
15144.86,1979.52,2234.91,8854.42,12013.85,4963.52,5000.0,8826.0,14,-5600.55,-25566.38,15000.0,1,-10534.81,1.0
34076.25,7341.34,3875.51,44184.47,47019.95,46823.84,20000.0,12658.88,20,14817.65,51594.56,25000.0,0,48905.57,30.0
124235.72,5303.58,6565.97,34644.16,19863.95,13651.62,40000.0,4158.41,30,-14052.03,-94728.36,25000.0,0,29553.65,30.0
39030.25,1767.66,3213.98,6262.09,8753.38,18795.66,0.0,1861.07,4,-9866.46,-39609.41,15000.0,1,-938.59,11.8
245329.33,8484.87,7109.84,21414.58,16300.38,40083.25,0.0,10556.96,21,11121.76,43619.39,20000.0,0,256172.88,30.0
59577.61,2538.4,3224.43,19942.64,16007.22,13901.27,14000.0,8330.07,14,-8424.85,-48229.51,15000.0,1,11419.61,23.9
194146.4,9053.17,5972.19,31526.01,22863.21,37807.51,0.0,3316.93,4,19983.08,75847.7,20000.0,0,214541.58,30.0
34260.02,2504.45,3491.17,15211.07,19615.47,13644.12,0.0,1521.91,29,-12024.4,-50784.01,15000.0,1,-16707.52,9.0
21608.86,3143.07,2128.96,13194.7,8118.05,16047.94,28500.0,5057.16,17,7061.08,13758.25,15000.0,0,28608.46,30.0
18144.13,1273.44,1637.66,10760.63,20854.3,15157.12,0.0,3701.17,30,-7859.79,-27384.23,15000.0,1,-9238.04,2.5
54092.4,2263.2,3335.7,14771.25,4623.03,17534.66,5000.0,4879.48,14,-5849.77,-36034.59,15000.0,0,17883.26,30.0
28392.34,2659.72,3340.97,16406.03,9421.64,17515.98,0.0,7678.43,7,-5034.2,-28749.13,15000.0,1,-113.58,8.9
57295.86,1713.39,2863.64,18606.03,17915.95,4122.55,14000.0,5621.88,17,-14393.65,-72507.06,15000.0,1,-15057.62,17.8
131800.49,4501.02,6346.4,18374.85,34899.46,50924.49,0.0,4851.86,3,-16692.53,-57711.17,25000.0,0,73905.59,30.0
88604.28,8504.76,3281.75,12386.32,16128.82,42128.05,0.0,2843.92,15,38535.09,170302.97,20000.0,0,127247.82,30.0
12380.2,2317.28,2154.97,17395.95,17698.12,21448.9,5000.0,4724.48,3,-1653.25,-10775.68,15000.0,1,1628.84,1.0
235279.95,6197.09,4613.32,26854.07,19902.39,76951.33,0.0,5188.67,16,18515.74,77708.13,20000.0,0,253772.21,30.0
106752.21,3578.45,6622.42,19656.8,39428.65,52492.29,20000.0,3305.37,28,-26580.8,-105912.3,25000.0,1,736.22,16.8
45188.99,6781.56,6014.75,49143.76,32887.97,34305.36,20000.0,11259.29,13,-926.5,-32722.28,25000.0,1,12317.22,10.3
10958.13,1617.73,3436.4,12040.55,12304.12,9203.74,28500.0,4938.92,30,-15811.62,-81101.15,15000.0,1,-70017.56,1.0
27488.21,2148.01,2377.08,21912.59,15453.0,4028.64,5000.0,8708.52,20,-6978.95,-42208.99,15000.0,1,-14736.03,9.5
19814.45,2877.1,2183.61,19055.85,18889.29,6074.93,28500.0,4068.36,12,-1486.3,-22465.51,15000.0,1,-3192.75,8.7
54786.31,5540.03,8498.48,23569.3,41403.25,17743.52,0.0,14926.18,28,-33721.79,-135982.71,25000.0,1,-81349.02,5.4
199204.74,9981.14,3313.91,40134.41,23061.23,88020.71,0.0,11640.29,21,55050.21,224841.74,20000.0,0,253894.64,30.0
83019.11,4954.79,3401.3,45596.82,31775.61,10713.83,40000.0,6309.21,14,306.95,-36053.9,25000.0,0,46970.84,30.0
50277.27,2183.86,2065.38,13354.11,14971.33,14942.37,5000.0,5334.57,25,-2170.71,-11828.73,15000.0,0,38644.65,30.0
48542.99,2988.91,2403.15,12538.75,16644.46,15602.36,28500.0,5073.63,9,562.94,-7408.33,15000.0,0,40719.26,30.0
23713.94,1712.1,1467.74,21516.06,8635.66,18882.68,0.0,5076.33,29,2032.77,-3938.32,15000.0,0,20064.55,30.0
57322.9,2254.45,2791.6,15955.99,21215.75,9668.37,5000.0,3080.29,25,-10312.64,-45617.72,15000.0,1,11668.06,23.7
40354.43,2826.63,8166.58,48411.29,41130.59,49567.94,20000.0,10363.25,8,-43918.32,-208172.53,25000.0,1,-167356.22,1.6
46244.38,1249.0,2073.5,14335.22,17273.89,15271.94,0.0,1545.67,19,-9626.7,-41072.32,15000.0,1,4603.97,16.7
35037.46,2789.03,2955.59,5853.84,5530.94,11266.09,14000.0,7975.51,3,-1125.07,-10715.47,15000.0,0,24570.83,30.0
33586.22,1652.06,2809.05,21642.68,16673.36,10229.72,0.0,7197.09,17,-12722.32,-62795.99,15000.0,1,-29267.92,7.9
153214.8,5406.89,6576.58,37472.3,28674.22,19028.71,0.0,12647.5,22,-15851.79,-82208.57,25000.0,0,71128.06,30.0
47993.05,7108.92,7019.47,32853.49,17710.47,49453.63,40000.0,10554.69,11,3432.68,-14426.87,25000.0,0,33369.12,30.0
16342.37,2766.03,2973.09,15089.26,22810.26,15415.13,0.0,4052.78,12,-7490.44,-28695.95,15000.0,1,-12815.09,1.0
26614.04,1740.79,3253.97,10326.91,20567.58,22513.06,28500.0,4667.88,6,-14316.68,-65176.83,15000.0,1,-38225.11,4.7
46221.16,2187.63,2252.83,15756.1,18781.0,2100.36,28500.0,6847.85,13,-7548.72,-45792.72,15000.0,1,397.47,25.4
45566.49,3087.96,1991.73,13081.91,17321.13,24987.72,0.0,4200.38,16,5742.74,27471.73,15000.0,0,51060.15,30.0
56949.21,2151.94,1644.15,15785.21,20186.39,2066.27,0.0,2895.17,5,-4106.81,-18671.79,15000.0,0,38375.45,30.0
44441.21,2144.56,3336.34,8667.59,18234.08,15978.3,0.0,4460.51,8,-12440.44,-46676.81,15000.0,1,-2145.46,14.6
43689.96,1990.26,2969.06,8386.66,22694.52,8610.42,5000.0,6501.5,17,-14207.28,-53834.55,15000.0,1,-9901.58,14.3
55128.81,1229.39,2234.01,10734.87,4405.88,4860.47,0.0,1735.66,3,-7822.6,-40418.89,15000.0,1,14409.27,26.9
31488.57,4981.25,8306.55,37204.19,36391.52,22657.6,40000.0,6207.03,17,-33302.18,-166697.08,25000.0,1,-135931.47,1.3
6016.86,2740.32,3175.74,7043.52,9577.24,2403.7,28500.0,4063.53,23,-6398.14,-38679.83,15000.0,1,-32657.09,1.0
5081.22,1799.6,2822.21,21561.31,21788.28,2542.68,5000.0,7723.22,23,-15365.03,-73485.14,15000.0,1,-68327.25,1.0
23174.94,1331.39,1902.12,9192.26,14165.62,19191.22,14000.0,1933.83,26,-5823.1,-26888.5,15000.0,1,-3266.6,6.9
114194.03,6451.56,4286.4,44848.21,34310.44,50115.53,0.0,12375.86,13,11455.06,35911.72,25000.0,0,125778.98,30.0
63899.2,2254.53,3394.13,7785.98,17499.2,20626.78,14000.0,4030.05,22,-10851.49,-44446.26,15000.0,0,19749.14,30.0
39330.48,3492.32,3241.56,41344.11,28116.24,14310.92,8000.0,6623.0,2,-6628.97,-50826.52,25000.0,1,-11518.82,6.9
41435.88,4091.11,7476.92,35007.6,31676.78,28342.35,8000.0,9730.49,6,-30702.9,-143116.3,25000.0,1,-102168.31,2.4
55618.98,3162.39,3144.91,19514.34,9081.52,24094.42,14000.0,8635.72,16,1308.57,-9577.32,15000.0,0,45961.66,30.0
172953.0,5255.94,4361.32,34981.65,45097.95,16276.49,8000.0,10468.12,26,-8521.58,-40164.69,25000.0,0,132541.59,30.0
89280.89,7278.61,8325.38,32533.37,42751.99,44335.18,40000.0,5968.08,1,-15561.11,-78353.1,25000.0,1,11322.88,18.7
283802.14,10914.05,5816.85,39568.46,24826.1,48273.92,6000.0,4286.77,11,35404.73,134395.32,20000.0,0,319140.7,30.0
53484.76,1555.78,2532.3,18740.68,9330.24,7653.57,28500.0,5106.68,13,-9037.08,-61113.19,15000.0,1,-7630.59,20.4
102232.4,5786.59,3680.83,19206.86,14077.31,28885.17,8000.0,7285.45,18,14886.43,55573.81,25000.0,0,116566.74,30.0
322626.19,11080.17,7859.05,12908.13,26155.59,76382.91,0.0,2360.19,17,27362.19,133952.79,20000.0,0,350471.43,30.0
45773.0,1649.78,2349.04,17225.72,15829.82,11832.54,14000.0,7190.82,19,-8860.22,-47800.7,15000.0,1,-2093.09,16.6
306837.87,7507.06,6697.1,39164.31,27333.3,60837.93,0.0,7911.3,9,6904.04,18639.34,20000.0,0,313965.74,30.0
43162.55,1928.71,2049.53,19951.44,13660.05,4186.22,5000.0,7768.69,29,-5472.54,-35049.98,15000.0,1,7625.06,23.0
54487.27,2231.32,2419.25,5771.86,10090.61,23413.23,28500.0,7241.6,25,-669.09,-9487.06,15000.0,0,45223.59,30.0
39199.64,4502.23,7032.58,25420.73,19328.82,8474.26,40000.0,5765.0,19,-23749.14,-128185.84,25000.0,1,-88654.1,3.2
92391.59,6367.62,6431.04,51153.51,41448.96,19882.24,20000.0,5179.37,30,-13047.08,-82622.84,25000.0,1,9355.72,21.2
221891.88,5622.01,4593.79,25677.5,24091.91,21550.35,0.0,9806.32,9,1870.83,2627.47,20000.0,0,223995.29,30.0
84256.54,7261.28,6550.45,22807.83,32163.3,44694.4,20000.0,9106.69,4,1049.41,3048.32,25000.0,0,84887.34,30.0
195667.82,5692.69,3491.08,15241.75,25284.43,29152.29,0.0,9289.81,30,11127.96,54674.42,20000.0,0,206734.3,30.0
13530.23,1626.79,2863.32,7674.55,6496.36,19588.54,28500.0,8603.18,1,-7336.58,-43078.42,15000.0,1,-29568.55,1.0
88085.59,7060.89,3285.13,46940.34,16477.78,45484.73,0.0,14643.09,29,28936.16,95339.45,25000.0,0,116432.22,30.0
38538.84,2202.18,2953.63,14082.94,15355.43,11880.71,28500.0,6888.4,6,-9026.17,-51501.14,15000.0,1,-12836.13,13.5
259602.68,9187.72,4241.02,38941.56,18036.37,25316.87,0.0,8248.74,3,32475.7,116739.81,20000.0,0,291674.73,30.0
16214.87,1239.59,2259.5,8254.27,12644.76,23504.87,28500.0,6995.24,14,-7496.3,-39391.44,15000.0,1,-22971.96,1.0
10035.17,1866.93,2890.59,6225.89,8313.43,10773.14,0.0,6313.01,22,-8336.4,-34476.12,15000.0,1,-24261.77,1.0
289875.27,9008.27,7946.99,22733.38,28590.54,88604.83,6000.0,2675.03,29,13713.71,66719.33,20000.0,0,303691.0,30.0
98873.98,8608.39,7884.27,30331.35,10555.57,63663.74,0.0,5465.24,12,13579.35,44500.39,20000.0,0,112505.44,30.0
141024.21,5764.29,6112.91,43521.82,17181.91,35981.9,20000.0,3907.0,6,-2116.73,-43180.45,25000.0,0,97633.35,30.0
30822.48,2591.59,2407.65,6565.62,15620.96,16757.53,5000.0,4299.45,27,-1609.25,-1910.66,15000.0,0,29268.8,30.0
76936.11,4074.15,6367.64,50045.54,46082.41,12977.57,8000.0,10347.1,27,-31891.88,-155155.07,25000.0,1,-77914.85,9.7
40255.15,2602.28,2896.25,11938.58,4323.29,15407.3,0.0,5564.93,19,-705.63,-9673.58,15000.0,0,30683.75,30.0
181729.89,10798.51,3536.97,34191.2,29448.17,27641.98,0.0,9428.25,18,44579.9,181848.78,20000.0,0,226377.38,30.0
191525.87,6440.34,4889.22,35873.78,6217.3,64209.05,0.0,7468.76,9,21212.72,68651.54,20000.0,0,212627.74,30.0
47843.16,1382.78,1838.39,19916.99,19513.19,2316.15,0.0,3108.05,5,-10531.33,-50782.38,15000.0,1,-3231.15,17.8
40825.75,2389.61,2218.84,10661.59,22584.25,10815.54,14000.0,8495.33,13,-5675.23,-22907.34,15000.0,0,17776.15,30.0
68003.58,7442.0,4744.93,46517.47,27389.84,17692.22,20000.0,9459.98,17,11462.01,16697.08,25000.0,0,79863.38,30.0
326272.01,10948.68,2692.54,37983.32,15872.15,85529.22,0.0,9054.61,26,68549.93,279357.81,20000.0,0,395800.09,30.0
52039.24,2038.78,2500.18,18346.66,16575.75,6625.27,28500.0,5021.44,24,-8535.03,-53539.05,15000.0,1,-1515.68,22.6
69035.49,3549.61,4050.45,20608.2,18683.28,39218.31,20000.0,11646.79,15,-3135.52,-23098.32,25000.0,0,46370.26,30.0
46564.78,4159.18,4841.98,27248.41,30540.2,33171.03,0.0,11910.37,26,-10361.44,-45101.44,25000.0,1,1607.89,8.5
59827.31,3105.63,2118.83,11025.22,14618.32,23645.78,0.0,3889.57,29,5789.4,27606.13,15000.0,0,65936.17,30.0
59079.46,6836.44,6787.79,49002.61,42915.51,43172.73,0.0,3159.01,9,-8191.09,-47285.82,25000.0,1,11151.56,11.5
46636.98,1659.2,1658.61,7809.84,4041.83,18531.01,14000.0,5362.0,22,2093.55,1096.84,15000.0,0,47455.9,30.0
81784.49,4746.74,7081.79,50621.51,16373.83,37828.05,20000.0,5668.34,9,-15329.27,-107218.77,25000.0,1,-25635.1,12.0
19623.77,1735.2,2138.48,17739.64,16010.16,24683.67,0.0,4618.31,30,-4290.29,-21164.55,15000.0,1,-1426.43,3.3
143039.19,3757.24,4936.03,38227.35,32714.74,9040.65,20000.0,4384.74,17,-19529.3,-105265.17,25000.0,0,38001.32,30.0
177065.34,5207.74,3805.71,46297.64,36440.32,44330.38,20000.0,8031.26,17,4104.11,-4346.86,25000.0,0,172716.22,30.0
158596.34,5964.26,5363.03,50767.93,19988.42,41588.14,40000.0,3119.75,28,4530.85,-27131.39,25000.0,0,131780.27,30.0
161125.6,3756.15,3875.15,28563.82,31136.79,31996.4,20000.0,13259.69,13,-6888.41,-39274.1,25000.0,0,122097.73,30.0
32005.15,4725.77,6633.2,18573.81,22111.75,17773.95,40000.0,13528.21,12,-18641.91,-96134.48,25000.0,1,-63957.76,1.8
222763.85,11862.81,4977.63,28941.15,29741.23,37366.13,0.0,7590.59,29,43772.95,185238.94,20000.0,0,266311.56,30.0
121261.34,6121.18,5184.75,31670.83,13631.49,24447.41,40000.0,3100.36,11,5991.93,-8761.87,25000.0,0,112471.39,30.0
305851.14,7299.31,5975.94,15147.26,8488.29,23649.32,6000.0,9665.15,26,10598.15,37314.9,20000.0,0,316811.25,30.0
45648.4,2717.0,1432.18,8523.12,18977.95,10892.26,14000.0,2962.31,28,3581.02,16335.84,15000.0,0,50054.46,30.0
14520.73,1716.46,2731.91,12363.77,20260.36,21609.45,28500.0,6242.93,10,-10890.36,-52877.99,15000.0,1,-38581.86,1.0
87931.8,5565.97,4182.48,40191.54,43014.49,48826.06,8000.0,9084.72,15,2243.9,3924.95,25000.0,0,90798.91,30.0
31631.55,2101.55,3508.7,12328.48,15536.2,14264.78,5000.0,8543.01,30,-13211.52,-57814.17,15000.0,1,-25756.23,7.2
199672.12,6588.43,6100.9,39184.32,7515.37,78259.29,0.0,9780.25,23,16058.43,46185.55,20000.0,0,215271.18,30.0
290278.34,10302.47,6613.11,16970.07,11213.54,54799.26,0.0,2336.76,21,32299.94,137296.36,20000.0,0,322872.3,30.0
190115.78,6007.99,5328.11,36295.55,16474.07,70007.89,0.0,10448.71,11,12171.13,37634.76,20000.0,0,202393.68,30.0
267914.6,11754.48,7046.59,41802.09,28405.71,80101.1,0.0,10580.23,13,37613.17,151130.02,20000.0,0,306262.61,30.0
24086.27,3122.32,3361.76,19436.04,12526.25,2315.07,14000.0,6407.57,3,-6223.6,-42430.58,15000.0,1,-18697.2,7.1
12958.67,2223.27,1411.76,20953.03,12711.12,11253.7,5000.0,5857.13,29,2846.86,-65.15,15000.0,1,13038.77,1.5
50765.32,5520.55,6218.27,50131.2,25648.6,25459.84,40000.0,9332.13,27,-10051.5,-87251.52,25000.0,1,-36246.47,7.0
159156.79,4967.48,8181.64,36648.14,46171.22,47143.1,20000.0,11130.38,18,-31538.95,-140100.89,25000.0,1,18648.57,22.2
176137.15,3128.06,6139.84,45668.39,41169.31,27449.89,40000.0,11461.67,22,-32060.22,-165741.26,25000.0,1,10441.92,25.1
86969.37,9640.47,2637.31,17657.33,16885.9,54115.43,6000.0,11609.2,3,53090.78,227266.74,20000.0,0,140731.04,30.0
173030.26,6943.59,6297.85,48850.3,35132.79,11692.22,20000.0,10114.08,8,-7194.46,-60918.54,25000.0,0,112600.17,30.0
18847.68,3031.34,2755.89,9186.86,18504.28,15725.86,28500.0,8821.4,24,-2328.37,-15101.7,15000.0,1,3972.75,6.2
53158.42,3194.48,1466.06,20255.22,17075.24,24387.8,28500.0,1967.96,20,10146.39,27509.9,15000.0,0,63063.52,30.0
31123.62,1991.92,2872.48,20162.18,10427.08,14693.17,0.0,2032.76,12,-7396.09,-42312.76,15000.0,1,-11217.95,8.0
61543.01,1349.64,2364.6,14007.98,24691.38,5818.5,14000.0,3587.76,8,-15817.59,-68929.73,15000.0,1,-7223.73,19.7
6231.25,2853.24,2204.31,11012.84,10352.06,24433.59,0.0,7567.68,18,5288.38,22536.47,15000.0,1,11783.98,1.0
9964.21,2169.08,2065.32,14577.94,20879.9,5154.42,0.0,5291.32,14,-6594.81,-27190.84,15000.0,1,-17191.7,1.0
177635.17,4659.83,6990.49,28431.0,25097.15,16964.12,0.0,9891.45,19,-22960.66,-106483.85,25000.0,0,71203.51,30.0
333317.38,4618.67,5375.18,27538.62,21745.32,61968.41,0.0,10382.3,7,-1599.99,-10010.74,20000.0,0,322994.92,30.0
52983.07,1446.47,2936.77,12074.47,14790.87,22775.85,28500.0,8635.84,5,-11793.29,-60198.55,15000.0,1,-6696.74,16.0
160440.91,4693.05,8342.25,52495.94,38697.69,21132.55,20000.0,9850.53,28,-36796.97,-187537.12,25000.0,1,-27026.43,20.2
90983.52,7045.0,6400.41,39334.72,32115.57,25444.97,8000.0,7494.58,3,-3245.13,-29867.73,25000.0,0,61487.26,30.0
80647.4,7446.05,3333.76,27347.9,30722.67,32531.79,20000.0,6158.97,13,23003.35,89830.04,25000.0,0,103387.65,30.0
120042.22,3051.52,5195.61,26586.06,21553.32,34053.86,0.0,4125.32,26,-16819.21,-78408.3,25000.0,0,41676.55,30.0
290027.54,8924.61,2535.39,37493.04,22859.72,66144.02,0.0,6299.85,17,48809.42,197467.73,20000.0,0,339009.38,30.0
170275.81,4566.28,6953.05,35600.45,36278.39,43855.99,40000.0,7084.94,8,-22447.49,-115625.71,25000.0,0,54860.5,30.0
146032.91,3379.98,6519.51,28303.42,42707.35,51634.02,20000.0,4928.16,3,-28732.81,-121562.48,25000.0,1,24132.3,21.7
32940.95,2746.76,3412.92,8215.36,23369.72,17999.37,5000.0,7510.84,30,-10411.15,-35570.6,15000.0,1,-2421.65,10.5
61617.22,5415.34,7739.42,48897.44,45384.79,25196.63,8000.0,3229.87,19,-29383.08,-142007.72,25000.0,1,-80583.56,7.3
25705.02,1260.21,3515.28,16353.75,23597.31,8106.42,0.0,6400.38,24,-23603.17,-99496.9,15000.0,1,-73750.53,3.3
317759.43,10043.0,4026.06,21293.33,29120.65,20771.34,6000.0,7430.21,4,34624.63,148465.76,20000.0,0,352247.41,30.0
178516.33,4265.83,5001.85,20920.76,27940.73,20269.28,8000.0,14900.35,1,-12274.56,-53872.74,25000.0,0,124835.73,30.0
10541.63,1525.58,2709.47,7558.03,24329.6,12274.43,0.0,2920.45,24,-15564.16,-55129.79,15000.0,1,-44645.31,1.8
281083.06,8834.18,7473.98,38974.46,24169.15,24170.41,0.0,6623.91,9,4687.85,1832.94,20000.0,0,282804.32,30.0
91679.62,4691.31,7888.31,51135.83,44730.31,22752.27,20000.0,4284.69,22,-35720.68,-177023.9,25000.0,1,-85494.96,10.2
30797.46,2861.9,1663.76,17493.74,15160.55,8622.74,0.0,3749.57,20,4047.29,11912.59,15000.0,0,35077.48,30.0
88518.04,4469.12,3439.82,26062.62,12546.37,35326.6,0.0,12851.77,22,9251.86,27596.56,25000.0,0,98181.51,30.0
134953.49,4731.03,6171.07,52878.39,14978.43,19935.08,40000.0,4253.45,13,-12084.67,-107123.08,25000.0,0,27767.71,30.0
40104.71,1652.55,3370.54,18319.5,18693.81,16189.71,5000.0,5492.19,12,-16265.48,-74363.15,15000.0,1,-34450.6,8.6
114188.35,3957.35,5444.8,47362.11,13144.03,44756.39,40000.0,7170.23,23,-6718.53,-76373.45,25000.0,0,37928.19,30.0
6635.0,2247.17,1880.17,21820.34,16063.17,5171.36,0.0,4194.07,21,-2821.99,-21702.11,15000.0,1,-15143.11,1.1
292300.23,5687.28,2784.82,30391.25,9744.86,82594.32,6000.0,6821.32,6,32938.12,127131.92,20000.0,0,324851.42,30.0
39588.35,2723.77,3119.31,9687.88,8289.18,2385.4,28500.0,8503.12,17,-5607.41,-38858.02,15000.0,1,810.42,25.5
157304.6,6373.29,6097.88,32434.89,13970.63,89607.64,0.0,2684.5,12,14261.15,51464.43,20000.0,0,171136.36,30.0
41767.75,3076.96,2855.91,6305.65,11447.99,14665.26,0.0,7752.33,8,-98.77,3543.21,15000.0,0,41477.93,30.0
339433.21,7830.86,6625.16,29544.81,18906.79,40857.46,0.0,5952.59,4,9048.73,28577.1,20000.0,0,347924.62,30.0
34373.28,7064.07,4028.3,26143.28,30657.94,41375.39,20000.0,5776.57,24,17262.27,67647.16,25000.0,0,51903.76,30.0
32876.79,1959.23,2096.49,9856.89,5918.86,9240.99,0.0,6580.79,29,-1480.15,-10652.48,15000.0,0,22075.3,30.0
31634.23,2987.19,2847.72,5137.0,23806.67,7454.32,14000.0,4342.8,23,-7055.53,-22905.31,15000.0,1,7875.88,20.2
37848.29,1748.77,3383.48,8658.48,22571.46,14866.32,0.0,1547.84,17,-17498.31,-65405.01,15000.0,1,-27876.38,9.0
17653.17,2914.38,3204.94,12489.75,6780.5,10791.8,5000.0,4908.02,10,-2587.73,-19195.12,15000.0,1,-1519.91,2.7
133206.83,3365.82,8174.21,24703.78,34419.12,18465.78,20000.0,8962.75,23,-43733.2,-192908.72,25000.0,1,-60050.42,15.8
30088.69,2714.57,3375.52,6430.17,12255.18,4305.65,0.0,1892.93,3,-8667.64,-34208.39,15000.0,1,-4459.51,11.9
6422.47,2869.89,3544.32,7302.81,8860.98,21973.42,14000.0,1769.48,18,-3870.68,-20023.12,15000.0,1,-14173.46,1.5
39995.14,1222.61,3132.22,10209.36,4845.42,15532.1,28500.0,5746.61,22,-12199.04,-68211.07,15000.0,1,-28736.08,10.5
70723.8,7049.94,5186.03,38345.14,13820.63,28027.7,8000.0,4960.04,29,13124.71,28579.44,25000.0,0,83508.99,30.0
10394.97,1586.5,1511.23,15649.77,10033.86,8434.16,0.0,6470.97,20,-1799.83,-14991.41,15000.0,1,-4853.88,1.0
28674.34,2259.88,1755.01,14723.93,20914.08,19483.7,14000.0,5605.61,25,-934.78,-6608.12,15000.0,0,21953.77,30.0
26664.48,2016.91,2895.33,5963.57,4728.13,11013.94,0.0,2950.77,30,-5837.42,-26030.43,15000.0,1,254.81,9.0
11668.23,2496.21,3325.26,18438.85,6963.26,14548.39,0.0,4477.44,20,-5678.97,-35725.21,15000.0,1,-23916.63,1.8
7096.35,3179.51,1466.05,12556.98,14597.0,4697.44,0.0,7453.64,3,7094.95,28947.44,15000.0,1,14507.14,1.1
33060.87,2438.78,2304.62,12267.27,10935.98,14977.33,28500.0,4722.17,24,-439.8,-15601.09,15000.0,0,17526.47,30.0
74536.11,10637.85,2720.76,41367.14,29807.11,42055.06,6000.0,9809.19,7,51907.8,205993.5,20000.0,0,126827.57,30.0
56933.74,1405.69,1677.1,21645.58,18150.62,21478.41,14000.0,2638.32,27,-4864.48,-32060.27,15000.0,0,25373.64,30.0
116303.88,4816.59,4662.39,46437.51,20145.81,40540.65,40000.0,6885.83,24,1129.23,-37416.58,25000.0,0,79344.27,30.0
62807.08,3081.73,3894.16,40421.89,42580.07,10114.85,0.0,14962.91,26,-20696.05,-97259.93,25000.0,1,-34931.14,11.2
6670.63,2445.46,3174.87,19314.27,14136.98,19881.48,5000.0,5611.09,24,-6784.31,-37451.84,15000.0,1,-30093.01,1.0
181407.57,10544.84,5756.09,17474.73,6592.42,47206.52,0.0,2898.77,18,40325.58,166801.84,20000.0,0,221812.22,30.0
112192.5,10886.96,7952.99,35985.68,24834.47,94581.15,6000.0,9921.91,1,29520.18,119379.87,20000.0,0,141614.56,30.0
242056.02,8858.97,3895.0,36959.03,7960.01,89321.53,0.0,8337.12,14,49428.09,193321.59,20000.0,0,291314.8,30.0
165405.83,6735.14,3875.06,22672.03,41283.64,51439.95,8000.0,14020.77,2,13795.08,70086.62,25000.0,0,179179.58,30.0
58655.91,2489.81,2034.15,10079.31,22715.2,2313.58,5000.0,4174.47,19,-5433.8,-18811.36,15000.0,0,40244.21,30.0
44976.07,3177.67,1896.6,11628.3,14080.99,5174.36,5000.0,7722.92,22,4369.96,15897.17,15000.0,0,49414.01,30.0
109780.76,6906.01,8476.52,39560.43,41249.06,23366.23,20000.0,6819.65,2,-22819.93,-112558.51,25000.0,1,-2415.95,20.3
12992.6,2464.79,1682.32,14834.37,18561.86,18114.06,0.0,7530.72,19,1675.4,8192.1,15000.0,1,15196.35,30.0
57995.99,2920.74,4708.07,34392.25,34215.81,47948.09,20000.0,5712.4,8,-16608.0,-82279.81,25000.0,1,-24283.92,9.1
42904.82,3068.03,3759.06,39666.74,31596.42,18985.82,8000.0,6547.98,11,-13678.65,-76208.41,25000.0,1,-33496.25,5.8
67846.79,4246.52,6452.28,51223.61,41157.28,35407.12,8000.0,13723.62,7,-24821.79,-126346.49,25000.0,1,-58676.49,7.9
47104.3,2312.93,2188.97,20492.77,4439.62,9262.78,0.0,8813.85,29,944.44,-11950.75,15000.0,0,35802.75,30.0
79702.83,5975.62,5298.47,45981.39,28350.61,27377.15,8000.0,9605.66,13,-1124.78,-29840.4,25000.0,0,49927.84,30.0
175794.98,4965.28,4366.18,28695.74,9886.15,69357.67,0.0,3063.37,14,14110.75,48748.67,20000.0,0,189612.09,30.0
29042.25,1430.29,3343.2,12052.04,12132.76,17172.88,14000.0,4477.11,23,-14808.9,-69999.21,15000.0,1,-40482.45,4.9
16858.35,1561.04,1977.44,13929.39,6335.38,21967.89,0.0,2451.18,21,-1055.37,-10788.85,15000.0,1,6008.78,1.7
134729.76,3810.11,3422.41,31454.88,15549.39,13474.46,40000.0,12636.14,18,-810.98,-37898.87,25000.0,0,97427.53,30.0
52254.05,3608.8,7857.48,38659.04,43317.76,25462.69,0.0,3967.38,16,-41975.28,-183974.29,25000.0,1,-131620.01,3.8
60115.65,4280.55,7394.47,51884.16,24952.59,22427.7,20000.0,14290.56,1,-27292.96,-155826.74,25000.0,1,-96303.9,5.8
150252.64,5006.74,5440.08,54838.6,12377.77,50068.07,8000.0,12716.1,22,2029.13,-33348.48,25000.0,0,116418.52,30.0
81277.09,6907.21,3268.41,26387.55,32408.14,24522.49,8000.0,10727.48,21,17412.87,71690.91,25000.0,0,98636.74,30.0
323550.87,10765.29,3582.88,26557.97,10785.88,39835.39,0.0,9997.83,22,53929.6,217963.86,20000.0,0,377073.82,30.0
61122.69,2132.23,2379.85,5247.64,9195.39,21924.73,14000.0,4613.44,19,-1026.54,-5546.84,15000.0,0,55906.72,30.0
8575.23,2408.72,3080.12,13897.82,8762.23,17330.01,28500.0,1592.56,3,-4738.72,-36872.17,15000.0,1,-27716.35,1.0
8069.01,1995.59,2525.76,13216.0,12038.47,21300.37,14000.0,5058.26,19,-4266.5,-25459.18,15000.0,1,-17554.62,1.7
226204.63,11698.43,2767.82,15234.25,7057.58,33895.76,6000.0,7249.0,12,66470.4,277122.26,20000.0,0,293244.21,30.0
61758.25,2884.33,2052.55,6312.19,7567.63,4919.72,0.0,7175.69,14,3779.38,15993.4,15000.0,0,65322.52,30.0
